AQS Code	TCEQ Region	Reg#	Latitude	Longitude
482030002	TYLER	05	32.6689873	-94.1674569
482030003	TYLER	05	32.4211110	-94.0638890
482031079	TYLER	05	32.4702000	-94.4815000
482090001	AUSTIN	11	29.8791670	-97.9333330
482090002	AUSTIN	11	29.8813890	-97.9333330
482090614	AUSTIN	11	30.2146162	-98.0833473
482090675	AUSTIN	11	29.8908330	-97.9483330
482091675	AUSTIN	11	29.8622810	-97.9288560
482150001	HARLINGEN	15	26.2058330	-98.2416670
482150002	HARLINGEN	15	26.0888890	-97.9666670
482150003	HARLINGEN	15	26.0836110	-98.0583330
482150004	HARLINGEN	15	26.3833330	-97.9000000
482150042	HARLINGEN	15	26.3098580	-98.1831011
482150043	HARLINGEN	15	26.2262097	-98.2910690
482151001	HARLINGEN	15	26.1652780	-97.9583330
482151003	HARLINGEN	15	26.2175000	-98.2358330
482151046	HARLINGEN	15	26.2886220	-98.1520660
482151048	HARLINGEN	15	26.1310725	-97.9372883
482210001	DALLAS/FORT WORTH	04	32.4423044	-97.8035291
482270001	MIDLAND	07	32.2480560	-101.4666670
482270002	MIDLAND	07	32.2513890	-101.4769440
482271072	MIDLAND	07	32.2802780	-101.4072220
482311006	DALLAS/FORT WORTH	04	33.1530882	-96.1155717
482331073	AMARILLO	01	35.6762000	-101.4401000
482430001	EL PASO	06	30.5833330	-103.8833330
482430002	EL PASO	06	30.6666670	-104.0083330
482430003	EL PASO	06	30.6666670	-104.0083330
482430004	EL PASO	06	30.6693621	-104.0246568
482450001	BEAUMONT	10	30.0583330	-94.0933330
482450002	BEAUMONT	10	29.9916670	-93.9583330
482450003	BEAUMONT	10	29.9541670	-94.0166670
482450004	BEAUMONT	10	30.0647220	-94.0458330
482450005	BEAUMONT	10	30.0980560	-94.0958330
482450006	BEAUMONT	10	29.8702780	-93.9344440
482450007	BEAUMONT	10	30.1316670	-94.1758330
482450008	BEAUMONT	10	30.0416670	-94.0791670
482450009	BEAUMONT	10	30.0364221	-94.0710606
482450010	BEAUMONT	10	29.7180560	-93.8969440
482450011	BEAUMONT	10	29.8975163	-93.9910842
482450014	BEAUMONT	10	29.9611242	-93.8959280
482450017	BEAUMONT	10	29.9825311	-93.9528657
482450018	BEAUMONT	10	29.9427981	-94.0007700
482450019	BEAUMONT	10	29.8938491	-93.9792618
482450020	BEAUMONT	10	30.0660458	-94.0773862
482450021	BEAUMONT	10	29.9228943	-93.9090184
482450022	BEAUMONT	10	29.8639574	-94.3178017
482450101	BEAUMONT	10	29.7279314	-93.8940805
482450102	BEAUMONT	10	29.9427514	-94.0006841
482450628	BEAUMONT	10	29.8677560	-93.9511630
482451001	BEAUMONT	10	29.9666670	-93.9250000
482451004	BEAUMONT	10	29.9583330	-93.9166670
482451005	BEAUMONT	10	29.8958330	-93.9791670
482451006	BEAUMONT	10	29.9830560	-93.9458330
482451008	BEAUMONT	10	29.9291670	-93.8791670
482451009	BEAUMONT	10	29.9094440	-93.9433330
482451010	BEAUMONT	10	30.0969440	-94.0955560
482451035	BEAUMONT	10	29.9789255	-94.0108717
482451050	BEAUMONT	10	30.0671163	-94.0909236
482451071	BEAUMONT	10	29.8485500	-93.9621940
482452001	BEAUMONT	10	29.8333330	-94.3375000
482452003	BEAUMONT	10	29.9708330	-93.9291670
482452004	BEAUMONT	10	29.9430560	-94.0027780
482452005	BEAUMONT	10	29.9458330	-93.9458330
482453001	BEAUMONT	10	29.9144440	-93.9411110
482453004	BEAUMONT	10	29.8375000	-93.9583330
482454004	BEAUMONT	10	29.9655560	-93.9538890
482510001	DALLAS/FORT WORTH	04	32.2516670	-97.5477780
482510002	DALLAS/FORT WORTH	04	32.3872220	-97.4033330
482510003	DALLAS/FORT WORTH	04	32.3535945	-97.4367419
482511008	DALLAS/FORT WORTH	04	32.4697010	-97.1692710
482511063	DALLAS/FORT WORTH	04	32.5418000	-97.1175000
482511501	DALLAS/FORT WORTH	04	32.4818210	-97.5267590
482530001	ABILENE	03	32.9425000	-99.7994440
482551070	SAN ANTONIO	13	28.8854810	-97.9017420
482570001	DALLAS/FORT WORTH	04	32.7605560	-96.3116670
482570002	DALLAS/FORT WORTH	04	32.7250000	-96.3188890
482570003	DALLAS/FORT WORTH	04	32.7244440	-96.2766670
482570005	DALLAS/FORT WORTH	04	32.5649684	-96.3176873
482570020	DALLAS/FORT WORTH	04	32.7319190	-96.3179110
482730314	CORPUS CHRISTI	14	27.4269813	-97.2986922
482850649	CORPUS CHRISTI	14	29.4472220	-96.9325000
482910089	HOUSTON	12	30.0861110	-94.7830560
482910699	HOUSTON	12	30.0583000	-94.9781000
483030001	LUBBOCK	02	33.5908510	-101.8475940
483030002	LUBBOCK	02	33.5725000	-101.8666670
483030003	LUBBOCK	02	33.5480560	-101.9177780
483030004	LUBBOCK	02	33.5080560	-102.0083330
483030005	LUBBOCK	02	33.5480560	-101.8472220
483030006	LUBBOCK	02	33.5672220	-101.9041670
483030008	LUBBOCK	02	33.5805560	-101.9388890
483030009	LUBBOCK	02	33.5805560	-101.9388890
483030010	LUBBOCK	02	33.5419440	-101.8663890
483030011	LUBBOCK	02	33.5783330	-101.8675000
483030012	LUBBOCK	02	33.5827780	-101.8416670
483030013	LUBBOCK	02	33.5802780	-101.7972220
483030014	LUBBOCK	02	33.6066670	-101.8847220
483030015	LUBBOCK	02	33.6116670	-101.8508330
483030017	LUBBOCK	02	33.6594440	-101.8194440
483030020	LUBBOCK	02	33.5283330	-101.8563890
483030021	LUBBOCK	02	33.5886110	-101.8083330
483030023	LUBBOCK	02	33.6191670	-101.8708330
483030025	LUBBOCK	02	33.5105560	-102.0044440
483030325	LUBBOCK	02	33.5907784	-101.8504183
483031001	LUBBOCK	02	33.6625000	-101.6833330
483031002	LUBBOCK	02	33.4333330	-101.6375000
483031003	LUBBOCK	02	33.6900000	-101.9916670
483031028	LUBBOCK	02	33.5855300	-101.7869800
483090001	WACO	09	31.5569440	-97.1222220
483090007	WACO	09	31.5480560	-97.1638890
483090008	WACO	09	31.5588890	-97.1322220
483091002	WACO	09	31.5205560	-97.2005560
483091037	WACO	09	31.6530743	-97.0706982
483095010	WACO	09	31.6113890	-97.2305560
483110001	LAREDO	16	28.4619440	-98.5486110
483150050	TYLER	05	32.7427780	-94.3033330
483210001	HOUSTON	12	28.6852780	-95.9733330
483230003	LAREDO	16	28.6833330	-100.5000000
483230004	LAREDO	16	28.7046070	-100.4511555
483290001	MIDLAND	07	32.0063890	-102.0708330
483290002	MIDLAND	07	31.9977780	-102.0741670
483311075	WACO	09	30.5694440	-97.0761110
483371507	ABILENE	03	33.5589600	-97.8296580
483390001	HOUSTON	12	30.3211110	-95.4833330
483390078	HOUSTON	12	30.3503017	-95.4251278
483390088	HOUSTON	12	30.3380560	-95.4522220
483390089	HOUSTON	12	30.3538890	-95.4216670
483390698	HOUSTON	12	30.2362000	-95.4832000
483395006	HOUSTON	12	30.3566670	-95.4138890
483410001	AMARILLO	01	35.8602780	-101.9636110
483430001	TYLER	05	32.9186110	-94.7102780
483430002	TYLER	05	32.9388890	-94.7138890
483470001	BEAUMONT	10	31.6280560	-94.6472220
483470002	BEAUMONT	10	31.5775000	-94.6750000
483490001	DALLAS/FORT WORTH	04	32.0919440	-96.4663890
483491051	DALLAS/FORT WORTH	04	32.0319335	-96.3991408
483491081	DALLAS/FORT WORTH	04	31.9041000	-96.3520000
483495014	DALLAS/FORT WORTH	04	32.0280560	-96.4005560
483510639	BEAUMONT	10	30.8847222	-93.7419444
483550001	CORPUS CHRISTI	14	27.7772220	-97.4236110
483550002	CORPUS CHRISTI	14	27.8338890	-97.5394440
483550003	CORPUS CHRISTI	14	27.7377780	-97.3875000
483550004	CORPUS CHRISTI	14	27.8188890	-97.4555560
483550005	CORPUS CHRISTI	14	27.7747220	-97.5013890
483550006	CORPUS CHRISTI	14	27.7041670	-97.3916670
483550007	CORPUS CHRISTI	14	27.7277780	-97.4138890
483550008	CORPUS CHRISTI	14	27.7666670	-97.3958330
483550009	CORPUS CHRISTI	14	27.7880560	-97.3977780
483550010	CORPUS CHRISTI	14	27.7977780	-97.3938890
483550011	CORPUS CHRISTI	14	27.7597220	-97.4319440
483550012	CORPUS CHRISTI	14	27.7966670	-97.4269440
483550013	CORPUS CHRISTI	14	27.8147220	-97.3958330
483550014	CORPUS CHRISTI	14	27.6613890	-97.2694440
483550015	CORPUS CHRISTI	14	27.8197220	-97.5472220
483550016	CORPUS CHRISTI	14	27.8208330	-97.4347220
483550017	CORPUS CHRISTI	14	27.8250000	-97.4291670
483550019	CORPUS CHRISTI	14	27.7894440	-97.4333330
483550020	CORPUS CHRISTI	14	27.8069440	-97.4541670
483550021	CORPUS CHRISTI	14	27.7577780	-97.4286110
483550022	CORPUS CHRISTI	14	27.8338890	-97.5525000
483550023	CORPUS CHRISTI	14	27.8247220	-97.4455560
483550024	CORPUS CHRISTI	14	27.8472220	-97.5875000
483550025	CORPUS CHRISTI	14	27.7653399	-97.4342619
483550026	CORPUS CHRISTI	14	27.8324089	-97.5553798
483550029	CORPUS CHRISTI	14	27.8075444	-97.4192580
483550030	CORPUS CHRISTI	14	27.8077780	-97.4344440
483550032	CORPUS CHRISTI	14	27.8045054	-97.4315816
483550034	CORPUS CHRISTI	14	27.8118166	-97.4657031
483550035	CORPUS CHRISTI	14	27.7988890	-97.4338890
483550036	CORPUS CHRISTI	14	27.8175000	-97.4197222
483550037	CORPUS CHRISTI	14	27.8244444	-97.4325000
483550038	CORPUS CHRISTI	14	27.8452778	-97.5255556
483550039	CORPUS CHRISTI	14	27.8272222	-97.5288889
483550041	CORPUS CHRISTI	14	27.8291667	-97.5436111
483550083	CORPUS CHRISTI	14	27.8028877	-97.4198783
483550660	CORPUS CHRISTI	14	27.7030560	-97.3875000
483550664	CORPUS CHRISTI	14	27.7577780	-97.6194440
483551024	CORPUS CHRISTI	14	27.8038056	-97.4137626
483610001	BEAUMONT	10	30.0966670	-93.7361110
483610002	BEAUMONT	10	30.0966670	-93.7361110
483611001	BEAUMONT	10	30.0852629	-93.7613411
483611083	BEAUMONT	10	30.1536750	-93.7258970
483611100	BEAUMONT	10	30.1945576	-93.8672365
483631502	DALLAS/FORT WORTH	04	32.8186710	-98.0916410
483650627	TYLER	05	32.3555560	-94.0516670
483670080	DALLAS/FORT WORTH	04	32.7611110	-97.8319440
483670081	DALLAS/FORT WORTH	04	32.8687727	-97.9059308
483671506	DALLAS/FORT WORTH	04	32.7586550	-97.7302850
483739001	BEAUMONT	10	30.7016670	-94.6738890
483750001	AMARILLO	01	35.2147220	-101.8583330
483750002	AMARILLO	01	35.2127780	-101.8608330
483750003	AMARILLO	01	35.2133330	-101.7119440
483750004	AMARILLO	01	35.2100000	-101.8402780
483750005	AMARILLO	01	35.2094440	-101.8319440
483750024	AMARILLO	01	35.2802728	-101.7156402
483750320	AMARILLO	01	35.2015922	-101.9092746
483751025	AMARILLO	01	35.2367360	-101.7874050
483751077	AMARILLO	01	35.3165000	-101.7418000
483870648	TYLER	05	33.6197220	-95.0600000
483951076	WACO	09	31.1688890	-96.4819440
483970001	DALLAS/FORT WORTH	04	32.9365230	-96.4592108
483970081	DALLAS/FORT WORTH	04	32.9430560	-96.3694440
484050646	BEAUMONT	10	31.5394440	-94.1702780
484090001	CORPUS CHRISTI	14	27.9236110	-97.2916670
484090002	CORPUS CHRISTI	14	27.9405560	-97.5888890
484090659	CORPUS CHRISTI	14	27.8866670	-97.1486110
484090685	CORPUS CHRISTI	14	27.9016670	-97.2491670
484090686	CORPUS CHRISTI	14	27.9247220	-97.5380560
484090687	CORPUS CHRISTI	14	27.9233330	-97.4086110
484110653	WACO	09	31.1872220	-98.7119440
484150001	ABILENE	03	32.7066670	-100.9105560
484230001	TYLER	05	32.3558330	-95.3075000
484230002	TYLER	05	32.3525000	-95.3000000
484230003	TYLER	05	32.3513890	-95.3263890
484230004	TYLER	05	32.3580560	-95.4097220
484230005	TYLER	05	32.4922220	-95.1833330
484230006	TYLER	05	32.3386110	-95.2655560
484230007	TYLER	05	32.3440079	-95.4157515
484390001	DALLAS/FORT WORTH	04	32.7030560	-97.0966670
484390002	DALLAS/FORT WORTH	04	32.7366670	-97.1158330
484390003	DALLAS/FORT WORTH	04	32.7563890	-97.1358330
484390004	DALLAS/FORT WORTH	04	32.7500000	-97.0538890
484390005	DALLAS/FORT WORTH	04	32.6638890	-97.1000000
484390006	DALLAS/FORT WORTH	04	32.8030560	-97.3833330
484390007	DALLAS/FORT WORTH	04	32.7986110	-97.3319440
484390008	DALLAS/FORT WORTH	04	32.7797220	-97.2950000
484390009	DALLAS/FORT WORTH	04	32.7352780	-97.4122220
484390010	DALLAS/FORT WORTH	04	32.7458330	-97.2616670
484390011	DALLAS/FORT WORTH	04	32.7341670	-97.2180560
484390012	DALLAS/FORT WORTH	04	32.7283330	-97.2755560
484390013	DALLAS/FORT WORTH	04	32.6986110	-97.2505560
484390014	DALLAS/FORT WORTH	04	32.6950000	-97.2800000
484390015	DALLAS/FORT WORTH	04	32.7261110	-97.3327780
484390016	DALLAS/FORT WORTH	04	32.6763890	-97.3225000
484390017	DALLAS/FORT WORTH	04	32.6577780	-97.3950000
484390018	DALLAS/FORT WORTH	04	32.7380560	-97.3505560
484390019	DALLAS/FORT WORTH	04	32.7347220	-97.4555560
484390020	DALLAS/FORT WORTH	04	32.7283330	-97.4127780
484390021	DALLAS/FORT WORTH	04	32.7161110	-97.3350000
484390022	DALLAS/FORT WORTH	04	32.7550000	-97.3297220
484390023	DALLAS/FORT WORTH	04	32.6952780	-97.3219440
484390024	DALLAS/FORT WORTH	04	32.8033330	-97.3833330
484390025	DALLAS/FORT WORTH	04	32.7250000	-97.4527780
484390026	DALLAS/FORT WORTH	04	32.7327780	-97.2791670
484390029	DALLAS/FORT WORTH	04	32.8313890	-97.0638890
484390057	DALLAS/FORT WORTH	04	32.7069440	-97.0936110
484390060	DALLAS/FORT WORTH	04	32.7280560	-97.4127780
484390061	DALLAS/FORT WORTH	04	32.7986110	-97.3319440
484390062	DALLAS/FORT WORTH	04	32.7361110	-97.3538890
484390063	DALLAS/FORT WORTH	04	32.7416670	-97.4688890
484390066	DALLAS/FORT WORTH	04	32.7338890	-97.2180560
484390067	DALLAS/FORT WORTH	04	32.6763890	-97.3225000
484390068	DALLAS/FORT WORTH	04	32.7380560	-97.3505560
484390069	DALLAS/FORT WORTH	04	32.7347220	-97.4555560
484390070	DALLAS/FORT WORTH	04	32.6755560	-97.3230560
484390075	DALLAS/FORT WORTH	04	32.9878908	-97.4771754
484390089	DALLAS/FORT WORTH	04	32.7004830	-97.3080130
484390097	DALLAS/FORT WORTH	04	32.7029900	-97.3100010
484391001	DALLAS/FORT WORTH	04	32.8413890	-97.0980560
484391002	DALLAS/FORT WORTH	04	32.8058183	-97.3565675
484391003	DALLAS/FORT WORTH	04	32.7597220	-97.3280560
484391004	DALLAS/FORT WORTH	04	32.7575000	-97.3605560
484391005	DALLAS/FORT WORTH	04	32.7733330	-97.3458330
484391006	DALLAS/FORT WORTH	04	32.7591432	-97.3423337
484391009	DALLAS/FORT WORTH	04	32.6211360	-97.2903530
484391018	DALLAS/FORT WORTH	04	32.7261110	-97.1083330
484391053	DALLAS/FORT WORTH	04	32.6647220	-97.3380560
484391062	DALLAS/FORT WORTH	04	32.6588890	-97.2002780
484391065	DALLAS/FORT WORTH	04	32.6724056	-97.2911778
484391503	DALLAS/FORT WORTH	04	32.6467110	-97.4426580
484392001	DALLAS/FORT WORTH	04	32.7502780	-97.3336110
484392002	DALLAS/FORT WORTH	04	32.9441670	-97.3533330
484392003	DALLAS/FORT WORTH	04	32.9224736	-97.2820880
484393001	DALLAS/FORT WORTH	04	32.9505560	-97.0555560
484393002	DALLAS/FORT WORTH	04	32.9436110	-97.0697220
484393004	DALLAS/FORT WORTH	04	32.9236110	-97.0438890
484393005	DALLAS/FORT WORTH	04	32.9258330	-97.0436110
484393006	DALLAS/FORT WORTH	04	32.6930560	-97.2486110
484393007	DALLAS/FORT WORTH	04	32.8319000	-97.0661000
484393008	DALLAS/FORT WORTH	04	32.8108330	-97.3369440
484393009	DALLAS/FORT WORTH	04	32.9842596	-97.0637211
484393010	DALLAS/FORT WORTH	04	32.7392000	-97.4703300
484393011	DALLAS/FORT WORTH	04	32.6563574	-97.0885849
484395007	DALLAS/FORT WORTH	04	32.6638890	-97.0958330
484410001	ABILENE	03	32.4525000	-99.7416670
484410002	ABILENE	03	32.2355560	-99.8825000
484411509	ABILENE	03	32.4510110	-99.7297990
484415015	ABILENE	03	32.4113890	-99.6819440
484490001	TYLER	05	33.1800000	-94.9769440
484491078	TYLER	05	33.0752000	-94.8474000
484510001	SAN ANGELO	08	31.4650000	-100.4375000
484511001	SAN ANGELO	08	31.4611110	-100.4350000
484515016	SAN ANGELO	08	31.3577780	-100.4963890
484530001	AUSTIN	11	30.2711110	-97.7444440
484530002	AUSTIN	11	30.3133330	-97.7144440
484530003	AUSTIN	11	30.4200000	-97.7069440
484530004	AUSTIN	11	30.2711110	-97.7338890
484530005	AUSTIN	11	30.2361110	-97.7666670
484530006	AUSTIN	11	30.3469440	-97.7116670
484530007	AUSTIN	11	30.2625000	-97.6944440
484530008	AUSTIN	11	30.3372220	-97.7583330
484530010	AUSTIN	11	30.3125000	-97.7163890
484530011	AUSTIN	11	30.2127780	-97.7875000
484530012	AUSTIN	11	30.3736110	-97.7375000
484530013	AUSTIN	11	30.2763890	-97.7394440
484530014	AUSTIN	11	30.3544356	-97.7602554
484530015	AUSTIN	11	30.2388890	-97.7027780
484530016	AUSTIN	11	30.2652780	-97.7094440
484530017	AUSTIN	11	30.2641670	-97.7461110
484530020	AUSTIN	11	30.4831681	-97.8723005
484530021	AUSTIN	11	30.2632079	-97.7128831
484530326	AUSTIN	11	30.2583319	-97.7203007
484530613	AUSTIN	11	30.4186110	-97.6013890
484531001	AUSTIN	11	30.2827780	-97.8166670
484531002	AUSTIN	11	30.3194440	-97.8055560
484531026	AUSTIN	11	30.2595060	-97.7209000
484531068	AUSTIN	11	30.3538600	-97.6916600
484531603	AUSTIN	11	30.2163970	-97.8937440
484531605	AUSTIN	11	30.2285360	-97.7543950
484535001	AUSTIN	11	30.3136111	-97.7613889
484535003	AUSTIN	11	30.1944444	-97.6700000
484650002	LAREDO	16	29.3750000	-100.9166670
484650003	LAREDO	16	29.4708330	-100.9977780
484655017	LAREDO	16	29.3727780	-100.9258330
484690001	CORPUS CHRISTI	14	28.8205560	-96.9844440
484690003	CORPUS CHRISTI	14	28.8361697	-97.0055298
484690004	CORPUS CHRISTI	14	28.7513889	-96.8536111
484690609	CORPUS CHRISTI	14	28.8996200	-96.7851300
484710001	HOUSTON	12	30.7233330	-95.5447220
484715012	HOUSTON	12	30.7552780	-95.5872220
484730001	HOUSTON	12	30.0944440	-96.0658330
484790001	LAREDO	16	27.5250000	-99.5013890
484790002	LAREDO	16	27.5097220	-99.5172220
484790003	LAREDO	16	27.5083330	-99.5138890
484790004	LAREDO	16	27.5086110	-99.4805560
484790005	LAREDO	16	27.4169440	-99.4791670
484790006	LAREDO	16	27.5125000	-99.4958330
484790007	LAREDO	16	27.5597220	-99.5002780
484790008	LAREDO	16	27.5388890	-99.5111110
484790009	LAREDO	16	27.5072220	-99.5069440
484790010	LAREDO	16	27.5194440	-99.4944440
484790011	LAREDO	16	27.5194440	-99.4736110
484790012	LAREDO	16	27.5002780	-99.4669440
484790013	LAREDO	16	27.5583330	-99.5002780
484790014	LAREDO	16	27.5197220	-99.4900000
484790015	LAREDO	16	27.5013890	-99.5041670
484790016	LAREDO	16	27.5174485	-99.5152185
484790017	LAREDO	16	27.5018255	-99.5029843
484790313	LAREDO	16	27.5994440	-99.5333330
484850001	ABILENE	03	33.9105560	-98.4958330
484850002	ABILENE	03	33.9158330	-98.5055560
484850315	ABILENE	03	33.8630221	-98.5717882
484850652	ABILENE	03	33.8702780	-98.4597220
484851508	ABILENE	03	33.8493040	-98.5060960
484910674	AUSTIN	11	30.5327780	-97.6850000
484910690	AUSTIN	11	30.6664421	-97.7345790
484916602	AUSTIN	11	30.5457060	-97.5417940
484931038	SAN ANTONIO	13	29.1306750	-98.1480600
484970001	DALLAS/FORT WORTH	04	33.2191670	-97.7608330
484970087	DALLAS/FORT WORTH	04	33.2533330	-97.5833330
484970088	DALLAS/FORT WORTH	04	33.2217210	-97.5844450
484971001	DALLAS/FORT WORTH	04	33.2916670	-97.6597220
484971064	DALLAS/FORT WORTH	04	33.0440280	-97.4866180
800060001			31.7186110	-106.3961110
800060002			31.7313890	-106.4288890
800060003			31.6380560	-106.4430560
800060004			31.6897220	-106.4597220
800060005			31.6540000	-106.3545000
800060006			31.7355560	-106.4597220
800060007			31.7122220	-106.3952780
800060010			29.5311000	-104.4153000
800060011			31.6612700	-106.4542000
