state,county,tract,travel.time.to.work_less than 10 minutes,travel.time.to.work_10 to 14 minutes,travel.time.to.work_15 to 19 minutes,travel.time.to.work_20 to 24 minutes,travel.time.to.work_25 to 29 minutes,travel.time.to.work_30 to 34 minutes,travel.time.to.work_35 to 44 minutes,travel.time.to.work_45 to 59 minutes,travel.time.to.work_60 minutes or more
48,409,010900,805,2550,3150,5360,800,18180,9595,9645,14045
48,409,011000,3535,4990,2280,6220,1525,12015,8780,10120,8380
48,409,011100,1190,890,1980,2850,2280,4860,1825,3915,3550
48,409,011200,485,1440,975,1140,325,6090,7325,9905,13230
48,409,011300,,,,,,,,,
48,411,950100,,,,,,,,,
48,411,950200,775,1475,3580,2380,925,5280,1470,6740,4720
48,413,950300,,,,,,,,,
48,415,950100,,,,,,,,,
48,415,950200,485,740,2775,2260,,1350,,1525,905
48,415,950300,,,,,,,,,
48,415,950600,2370,5730,5845,3375,500,3540,925,3480,15440
48,417,950300,2645,1340,2295,1040,,4220,2865,5160,5300
48,419,950100,1545,1055,4175,5900,2325,6330,2680,5245,23495
48,419,950200,,,,,,,,,
48,419,950300,,,,,,,,,
48,419,950400,,,,,,,,,
48,419,950500,995,2310,2160,3970,500,5730,1920,2205,11080
48,419,950600,120,880,3760,4660,780,4560,4070,1080,16315
48,421,950200,2535,950,1675,2195,375,5205,1950,2680,3870
48,423,000100,1770,3465,6750,9200,3750,6900,3395,6920,7605
48,423,000201,,,,,,,,,
48,423,000202,,,,,,,,,
48,423,000300,2030,5190,7365,4180,6945,9510,3215,2925,8640
48,423,000400,,,,,,,,,
48,423,000500,,,,,,,,,
48,423,000600,,,,,,,,,
48,423,000700,,,,,,,,,
48,423,000800,,,,,,,,,
48,423,000900,,,,,,,,,
48,423,001000,,,,,,,,,
48,423,001101,,,,,,,,,
48,423,001102,,,,,,,,,
48,423,001200,,,,,,,,,
48,423,001300,,,,,,,,,
48,423,001401,1925,3655,4550,8240,4350,17310,10895,10945,34950
48,423,001403,1960,3170,4830,7560,5425,16740,16980,9480,12150
48,423,001404,435,5025,7105,1760,3825,14880,1760,9245,27750
48,423,001500,1165,2370,3105,7240,3710,21630,4010,2790,9810
48,423,001601,845,2840,6810,13100,2025,13250,6015,2585,10900
48,423,001602,,,,,,,,,
48,423,001604,,,,,,,,,
48,423,001700,1130,4310,11445,16460,7400,18720,5610,8280,7735
48,423,001801,685,1090,6965,10660,6205,19170,3750,5235,11190
48,423,001802,2630,7160,16120,10715,2850,15690,2695,8330,23250
48,423,001803,,,,,,,,,
48,423,001901,3085,7820,15855,10160,1255,8880,,2140,21840
48,423,001905,3435,7795,12450,13040,850,8010,3500,3090,16745
48,423,001906,805,3120,8015,12565,5270,14520,3160,4375,5750
48,423,001907,1275,1930,6070,7380,8200,19165,2335,4880,7300
48,423,001908,1405,3165,9065,14000,8500,36840,9275,4115,47325
48,423,002003,,,,,,,,,
48,423,002004,1785,2070,3910,1860,775,1680,2010,1600,2810
48,423,002006,805,3015,6920,8325,975,1490,,4590,2900
48,423,002007,2145,7660,12955,12740,2950,5010,2915,8005,11310
48,423,002008,1690,4640,10125,14340,1550,7620,3380,4750,4050
48,423,002009,1970,4440,11610,15370,3000,13320,2405,3795,15105
48,423,002101,1200,1655,1845,2280,5550,13830,4005,10620,3465
48,423,002102,915,1725,4180,2790,7650,15690,10145,11910,16160
48,423,002200,710,3475,7655,12720,5125,21540,5595,8305,8680
48,423,980000,,,,,,,,,
48,425,000100,1940,4790,5100,7040,3050,16230,3805,3065,37595
48,425,000200,,,,,,,,,
48,427,950101,165,140,885,1820,600,870,2680,1090,2820
48,427,950104,,,,,,,,,
48,427,950105,,,,,,,,,
48,427,950106,,,,,,,,,
48,427,950107,,,,,,,,,
48,427,950108,,,,,,,,,
48,427,950202,1120,1040,1425,2900,1075,2610,1400,1260,3120
48,427,950203,2215,2900,1080,1560,,1020,,,5360
48,427,950204,,,,,,,,,
48,427,950401,3545,2270,2670,3300,,7860,2905,2935,16040
48,427,950402,,,,,,,,,
48,427,950500,,,,,,,,,
48,427,950600,,,,,,,,,
48,427,950701,,,,,,,,,
48,427,950702,,,,,,,,,
48,429,950200,,,,,,,,,
48,429,950300,,,,,,,,,
48,429,950500,,,,,,,,,
48,431,950100,,,,,,,,,
48,433,950300,,,,,,,,,
48,435,950300,,,,,,,,,
48,437,950200,300,940,675,1220,850,2010,1350,3045,3265
48,437,950300,,,,,,,,,
48,437,950400,,,,,,,,,
48,439,100101,1185,2540,7670,11560,3825,14310,4210,9360,7515
48,439,100102,1550,5860,7050,6720,2900,8970,6135,5265,4620
48,439,100201,570,4945,5440,6440,4100,6330,3595,3735,4620
48,439,100202,,,,,,,,,
48,439,100300,605,2530,3720,8160,3125,9990,2765,4180,6460
48,439,100400,2035,3105,7650,9260,5050,14040,10810,15805,17370
48,439,100501,1620,5365,13410,12820,6510,13020,7695,17395,32295
48,439,100502,1965,4670,5985,8820,4150,14790,3515,6300,9555
48,439,100601,320,940,3400,3170,1610,3630,2765,3685,9130
48,439,100602,,,,,,,,,
48,439,100700,840,2410,4635,7700,2280,11070,4080,2370,3780
48,439,100800,765,5135,7670,7140,4400,14790,10680,4950,5340
48,439,100900,,,,,,,,,
48,439,101201,,,,,,,,,
48,439,101202,,,,,,,,,
48,439,101301,855,1915,6465,9620,1900,9450,6650,4590,7920
48,439,101302,255,1550,3745,3740,1750,6000,1375,3735,2400
48,439,101401,635,2340,11130,6920,6280,9450,5135,9280,11690
48,439,101402,335,1220,5240,3280,1300,6420,1720,5930,8520
48,439,101403,800,1325,3135,5840,2350,7320,2115,5905,7170
48,439,101500,,,,,,,,,
48,439,101700,245,940,1110,1800,725,2130,1455,1035,5850
48,439,102000,,,,,,,,,
48,439,102100,2055,5795,7425,8020,2325,4110,2240,9535,11490
48,439,102201,2265,2750,4485,4100,1925,2340,2495,7705,4680
48,439,102202,1320,2780,5685,4050,1150,1860,5000,2470,3250
48,439,102301,,,,,,,,,
48,439,102302,1320,3465,6590,7220,2900,11820,3580,6130,13510
48,439,102401,885,4440,6335,7060,2300,5820,3235,4545,9295
48,439,102402,1630,3390,7365,6165,2700,4140,4455,7450,6420
48,439,102500,505,1510,3245,3480,2250,3575,3210,5760,2880
48,439,102601,1915,2915,4185,3780,2675,3120,2610,4005,4510
48,439,102602,3140,5140,4620,1440,2125,6600,3515,1620,12220
48,439,102700,1825,6385,5635,3980,1325,5785,1770,4035,7600
48,439,102800,,,,,,,,,
48,439,103500,680,1620,2885,7830,2450,9810,11005,5635,15720
48,439,103601,,,,,,,,,
48,439,103602,,,,,,,,,
48,439,103701,305,1640,2295,6420,2575,6840,3680,2205,12640
48,439,103702,,,,,,,,,
48,439,103800,,,,,,,,,
48,439,104100,1240,4420,4065,3090,1200,3780,2530,8115,9130
48,439,104201,,,,,,,,,
48,439,104202,1180,3185,4865,2560,1975,5250,6045,3915,6240
48,439,104300,,,,,,,,,
48,439,104400,990,4115,8020,6400,1225,10590,3145,1990,10150
48,439,104502,,,,,,,,,
48,439,104503,,,,,,,,,
48,439,104504,,,,,,,,,
48,439,104505,,,,,,,,,
48,439,104601,,,,,,,,,
48,439,104602,660,1080,2140,6540,2525,7140,3885,8325,4840
48,439,104603,,,,,,,,,
48,439,104604,230,1590,2370,2920,350,3515,3075,8595,4065
48,439,104605,,,,,,,,,
48,439,104701,760,2580,4005,4080,3375,10560,2450,5640,16710
48,439,104702,,,,,,,,,
48,439,104802,710,4480,6355,8960,3600,8100,5900,2995,10085
48,439,104803,1430,4460,7920,5180,3930,9600,10635,1650,16300
48,439,104804,,,,,,,,,
48,439,104900,645,2095,2805,3590,2175,6300,1305,3135,5470
48,439,105001,,,,,,,,,
48,439,105006,,,,,,,,,
48,439,105007,2395,2980,5775,5760,9550,13320,6155,18000,22140
48,439,105008,2200,5525,6855,11675,9565,23280,13790,15780,14070
48,439,105201,380,1775,7595,5580,5675,2400,1770,4000,3800
48,439,105203,,,,,,,,,
48,439,105204,1020,1800,6335,3620,3075,3000,4725,4365,12360
48,439,105205,1205,3715,8060,3780,1575,8010,1975,4455,14140
48,439,105403,2560,5555,11595,6280,2900,7250,7740,6695,8985
48,439,105404,400,3260,6235,4220,1000,6960,2650,4530,10865
48,439,105405,,,,,,,,,
48,439,105406,1710,3360,12050,12210,3750,13830,10245,4250,8660
48,439,105502,2345,3135,5270,8195,5675,7680,5040,1770,7490
48,439,105503,885,3150,8460,9460,3575,15150,5670,5850,4080
48,439,105505,1465,2605,4800,8520,3875,5100,3575,8505,28945
48,439,105507,1340,3050,8660,13110,3990,14310,2185,3690,29335
48,439,105508,2185,4535,5470,18420,8625,12720,14620,10605,9720
48,439,105510,600,4435,8970,11345,4425,22530,8140,16940,20310
48,439,105511,210,1620,7380,5460,4300,11400,7410,13965,11310
48,439,105512,330,2590,5715,7740,7075,8190,2525,8425,12410
48,439,105513,,,,,,,,,
48,439,105514,885,2165,5775,5760,3350,3690,5685,5815,5220
48,439,105600,750,4490,8395,7540,4975,6420,3185,6030,12130
48,439,105701,,,,,,,,,
48,439,105703,360,2025,3365,4730,4350,6360,2600,5765,10645
48,439,105704,350,6080,9675,14820,5375,27090,9130,17355,45905
48,439,105800,,,,,,,,,
48,439,105901,450,1010,4225,5280,4160,9960,2535,3225,9570
48,439,105902,,,,,,,,,
48,439,106001,700,3720,14535,10420,2775,19860,6460,11110,29155
48,439,106002,1500,1685,4075,4760,2275,12060,1685,1170,5430
48,439,106004,890,2715,5575,7260,5675,11790,8660,8530,17870
48,439,106101,,,,,,,,,
48,439,106102,,,,,,,,,
48,439,106201,385,2480,3165,3300,3025,4110,3745,3105,1380
48,439,106202,760,2080,3420,3940,1875,7230,,3690,7185
48,439,106300,,,,,,,,,
48,439,106400,220,1375,1575,3665,1400,7740,1470,5545,10305
48,439,106502,,,,,,,,,
48,439,106503,,,,,,,,,
48,439,106507,105,530,1700,3560,1425,3330,1040,4815,1170
48,439,106509,675,1835,6670,10430,4000,12270,5165,4445,11395
48,439,106510,855,3580,8235,12910,13445,26910,12710,21950,18560
48,439,106511,1830,4460,10665,7700,6475,20880,7990,11325,20350
48,439,106512,840,3115,4575,8700,6040,8850,3865,9305,12720
48,439,106513,,,,,,,,,
48,439,106514,1145,2470,5390,7285,8850,9810,18620,7155,12010
48,439,106515,555,1545,4215,6500,6625,7200,8485,5375,6010
48,439,106516,940,4310,5320,8260,5300,7650,4090,3645,13650
48,439,106517,1670,7750,10025,14820,10910,27090,15390,4320,13110
48,439,106518,2315,4190,3585,7920,1775,15060,6545,11290,13495
48,439,106600,,,,,,,,,
48,439,106700,110,1500,1965,3260,1100,5250,2050,6090,6480
48,439,110101,1385,5970,6770,10060,5500,15900,6150,8870,4740
48,439,110102,850,2950,4365,8120,4400,8280,3960,8490,7560
48,439,110202,1195,2750,4655,9900,2025,8610,1340,8310,4920
48,439,110203,1640,6340,10485,13980,8825,30260,7165,10710,20915
48,439,110204,2155,4370,9735,12060,3075,11040,7250,4815,10200
48,439,110301,1095,1665,4220,8340,1700,4800,3155,1530,6965
48,439,110302,1120,3135,4710,9240,2575,7860,5060,10890,6325
48,439,110401,1375,2330,5075,7900,5625,11100,1760,2705,15260
48,439,110402,,,,,,,,,
48,439,110500,1740,6820,9295,12980,7250,10980,6465,8635,25970
48,439,110600,,,,,,,,,
48,439,110701,2395,5520,6305,14360,2950,13110,5275,9990,18800
48,439,110703,1090,5430,4490,7700,3600,8460,4130,9515,20800
48,439,110704,815,2675,5715,4915,2225,2040,3555,8460,8725
48,439,110805,1665,4850,7980,13835,4075,12780,8475,7540,22455
48,439,110806,815,3635,9035,9460,4275,8100,2455,5180,11620
48,439,110807,605,2820,10255,16620,6125,5520,6530,8280,13705
48,439,110808,305,525,3935,4340,1600,4230,1715,1445,2355
48,439,110809,120,590,1780,4905,1425,8940,2455,1665,6475
48,439,110901,940,2515,7665,6040,5425,8370,4270,5490,6000
48,439,110903,430,1765,2450,3610,550,3450,2110,2115,2430
48,439,110905,1695,2790,5495,9335,1575,6600,6715,7230,9535
48,439,110906,1850,2675,7350,5320,3725,7620,1630,5065,14055
48,439,110907,515,1165,2520,6320,3000,7620,1880,5060,8035
48,439,111003,285,1230,3310,3880,2725,7650,2445,4865,5830
48,439,111005,1310,4475,9890,13680,5475,14760,10595,13440,18155
48,439,111008,1270,3425,7845,10475,4525,13140,14880,19225,33310
48,439,111010,,,,,,,,,
48,439,111011,1765,1875,8005,16160,10200,33090,10890,22795,23745
48,439,111012,2010,2865,9240,17725,6745,20160,14120,7675,17385
48,439,111013,1075,2585,9815,12305,6900,25905,8925,17010,23700
48,439,111015,,,,,,,,,
48,439,111016,3030,6405,6595,11160,8750,28060,14755,15705,10800
48,439,111017,1435,3380,9570,15855,8375,35160,13125,16000,29590
48,439,111018,,,,,,,,,
48,439,111102,825,3330,6520,7700,3350,11340,6810,14050,5370
48,439,111103,,,,,,,,,
48,439,111104,145,480,2820,3660,4050,3660,3375,3710,4395
48,439,111202,1585,2025,3810,12440,1775,18570,5725,1350,17065
48,439,111203,395,2825,4385,7630,7375,11580,12460,10605,7010
48,439,111204,1345,2290,3240,5080,3870,13350,7045,11230,20900
48,439,111301,3010,2970,6400,10600,5700,29785,13840,21540,26780
48,439,111304,2905,4410,4815,8080,3200,19320,11765,17240,24950
48,439,111306,870,4770,4220,2200,5335,11070,6485,16630,15330
48,439,111307,780,2130,2970,3700,2350,10230,3265,6750,13685
48,439,111308,935,450,1590,1300,2075,2820,3335,6795,10195
48,439,111309,2705,1930,3055,2420,3800,6540,9090,3490,8100
48,439,111310,1085,3110,4900,9080,4575,25440,14670,26230,22650
48,439,111311,1120,3930,4005,7200,3600,19980,5220,22360,22520
48,439,111312,1365,1920,2715,3160,1900,9510,4240,7750,12920
48,439,111313,1245,2845,5085,9600,3850,22620,13175,5960,41360
48,439,111314,820,1240,6540,7580,2600,13530,13220,20440,15170
48,439,111402,535,4470,3730,11800,5075,16860,6000,12775,11190
48,439,111404,1985,5090,11985,13810,10100,21300,10820,12545,27630
48,439,111405,390,1100,2985,3555,1775,5130,1560,2175,5265
48,439,111406,680,810,3785,5120,2750,5040,12530,11375,8130
48,439,111407,300,910,2070,4825,1300,5310,6900,14450,10970
48,439,111408,,,,,,,,,
48,439,111409,1270,2860,5150,8410,4800,15120,5770,11750,4305
48,439,111505,1290,2975,2910,6280,3600,11130,3690,9965,5400
48,439,111506,1335,2620,7955,7590,5090,11390,7910,15795,10310
48,439,111513,615,2495,5175,6140,2050,11910,7105,8815,9835
48,439,111514,505,3500,6825,10120,9045,20910,16355,17640,13005
48,439,111516,2140,3135,6630,7680,8525,17880,6530,11695,21025
48,439,111521,2030,6450,9105,8955,5240,14730,10260,13190,10370
48,439,111522,1420,4145,7500,8160,6335,12270,14210,3775,34610
48,439,111523,,,,,,,,,
48,439,111524,1900,3545,6315,5095,5700,19530,9635,18505,25105
48,439,111525,2285,2585,6390,11280,1675,16920,7840,10710,12930
48,439,111526,820,1730,4655,8380,990,12330,8870,10530,10245
48,439,111529,550,1370,5040,6960,3550,6960,7380,7985,9375
48,439,111530,1760,3260,7040,9640,5550,14370,8280,13115,14945
48,439,111531,725,3195,4355,7160,5510,12300,3765,10005,6765
48,439,111532,1530,2720,8655,10420,7900,26880,9860,18810,31085
48,439,111533,1310,2900,5340,10600,4425,9360,5200,7405,11610
48,439,111534,880,2070,9165,12780,13360,17940,6680,7350,14520
48,439,111536,525,2935,2965,5230,4800,10020,3815,7450,9860
48,439,111537,2095,3730,5605,7480,4600,30240,7780,10260,17010
48,439,111538,955,4805,8145,8555,9740,16710,9940,11525,24805
48,439,111539,1320,6430,8820,16020,6575,29640,15800,18550,25870
48,439,111540,1880,4880,7845,9880,6800,9600,12530,22455,7780
48,439,111541,450,1235,4030,3885,3075,8730,8605,15780,12055
48,439,111542,440,3625,4935,10270,4125,19035,9755,17855,32620
48,439,111543,1145,2265,5340,9380,9225,18450,12260,13460,24060
48,439,111544,475,4020,8505,7540,2555,24840,15815,24970,10090
48,439,111545,605,1660,3995,4100,2030,2685,3000,3705,5545
48,439,111546,1265,3090,6325,19025,10490,18840,8015,11525,13630
48,439,111547,1635,11315,15970,32200,19400,37710,27545,49850,53650
48,439,111548,395,6150,1860,18580,9320,21810,17160,21475,16320
48,439,111549,925,3510,5430,11880,9715,31380,11600,24005,26230
48,439,111550,1010,6020,11520,15840,7960,40980,23690,65980,56860
48,439,111551,1515,4705,6410,7200,5775,13680,16955,15535,40330
48,439,111552,990,3195,3900,3475,1150,10020,1560,6205,10240
48,439,111553,915,2445,3195,7435,3770,7680,5415,8605,8360
48,439,113001,1475,2675,2655,5420,7310,10200,2345,6460,6250
48,439,113002,1045,6545,7715,12035,9760,6510,6510,7510,14190
48,439,113102,845,1390,7185,6955,5350,11790,13395,9275,6540
48,439,113104,765,1690,8055,5870,4325,13950,5200,2875,3150
48,439,113107,,,,,,,,,
48,439,113108,1290,2760,4325,8265,5825,11610,4345,5070,16650
48,439,113109,,,,,,,,,
48,439,113110,1440,4560,5945,11820,3760,10440,8205,8580,9420
48,439,113111,1010,2535,4995,7060,2460,7440,3565,5925,7050
48,439,113112,,,,,,,,,
48,439,113113,,,,,,,,,
48,439,113114,585,4205,3030,7440,3175,7410,5070,14530,11970
48,439,113115,,,,,,,,,
48,439,113116,,,,,,,,,
48,439,113206,1495,4790,4025,5640,7225,17820,6630,10440,12300
48,439,113207,530,1560,3105,8900,3650,14460,6145,10250,17200
48,439,113210,810,4080,6380,7940,6025,20200,22980,18105,8700
48,439,113212,1390,2920,6825,7590,1900,7140,5720,9130,7470
48,439,113213,1095,1880,3435,4420,2850,8760,2760,4840,5520
48,439,113214,625,3740,6015,9280,3600,12450,12670,10410,10185
48,439,113215,1320,4460,5015,9410,5050,12150,8095,11235,11335
48,439,113216,2125,3000,7070,5280,3325,16050,8360,10645,11885
48,439,113217,1040,2585,4305,6420,5100,16530,5885,7340,10180
48,439,113218,350,1270,2350,5120,2075,9590,4000,5060,1720
48,439,113220,3065,6070,7160,4020,6005,18180,9400,12080,16795
48,439,113221,885,3640,6835,6340,6200,10610,9870,13100,7910
48,439,113301,1055,1875,3735,8380,2275,15660,6145,5670,11435
48,439,113302,330,3080,5855,6175,1925,11010,7310,7985,3315
48,439,113403,810,1370,2940,2320,3725,5730,2120,1775,3680
48,439,113404,2055,2850,4745,12195,4900,13260,3845,10475,4800
48,439,113405,745,3290,8580,6420,6550,12270,8640,5400,9075
48,439,113407,810,4170,4515,7285,5450,14250,9195,9990,8040
48,439,113408,,,,,,,,,
48,439,113509,865,3055,5970,4510,6100,8640,8355,9475,1680
48,439,113510,1135,3210,5925,7940,5200,8880,4545,6025,7560
48,439,113511,1040,1875,6610,6920,1750,13500,3015,8185,4800
48,439,113512,1645,2930,6930,14625,5625,10650,9310,4410,4485
48,439,113513,1730,3570,6275,9360,2275,16740,4100,12235,8760
48,439,113514,1470,3695,6645,7770,2550,10140,2410,5040,6920
48,439,113516,845,3935,4475,7595,3050,11160,6210,5535,2520
48,439,113517,535,1765,3740,10735,2750,10680,3455,6260,4155
48,439,113518,1750,5720,10595,10120,6580,14070,5040,9135,8010
48,439,113519,1275,2875,5195,17920,7000,18360,10020,14135,3960
48,439,113520,2710,5020,11745,11565,4920,14640,7360,5265,10140
48,439,113607,1220,2520,3545,8380,4675,12450,5095,8015,12240
48,439,113610,2065,2410,11175,12660,6850,36410,17460,25480,22930
48,439,113611,860,1715,4565,9430,4825,17040,4110,7940,9700
48,439,113612,825,4200,4760,6370,3000,11790,6175,7380,8610
48,439,113613,675,2630,5015,5300,1450,10110,10320,14675,6340
48,439,113618,1540,3650,6555,8780,4550,17760,4725,5180,4060
48,439,113619,1125,3420,4745,4500,8620,18150,4585,7505,13920
48,439,113622,1295,3550,5940,10020,6250,18690,8800,6620,6060
48,439,113623,845,3585,4520,5420,1925,6510,5900,8675,8110
48,439,113624,1440,3490,5940,9060,4275,9450,6075,7650,9500
48,439,113625,1140,1895,4435,6180,2125,9490,2225,3465,9520
48,439,113626,725,2100,5565,7830,3675,14205,5690,4990,8325
48,439,113627,1620,3180,12150,10760,5525,17010,9580,9135,7825
48,439,113628,1195,5770,7360,8500,5000,17100,2255,7175,4745
48,439,113629,630,1720,4950,8490,5425,12330,5010,3060,10500
48,439,113630,1165,1720,4140,5660,4330,13770,5025,15695,1980
48,439,113631,2525,7570,11040,12675,7000,18540,6105,11395,8580
48,439,113632,585,2215,6930,10240,4750,10140,10070,10480,8980
48,439,113633,810,2375,5610,6440,4325,7350,9140,8120,5150
48,439,113634,880,3385,5295,7285,2700,9595,10290,8935,5625
48,439,113703,3730,11070,19265,21340,10475,22920,16565,11490,19155
48,439,113705,,,,,,,,,
48,439,113707,1085,3710,3915,8780,3175,11010,12110,13815,7320
48,439,113709,1075,3395,5885,7880,3475,11760,6300,9495,4605
48,439,113710,865,5000,6425,6810,1450,9360,4125,5750,5670
48,439,113711,1090,3070,4090,3635,4575,11730,7270,8505,9260
48,439,113803,1000,1965,5435,8260,5125,20280,9230,15535,23940
48,439,113808,550,1480,4695,5340,5125,24750,11160,33215,15655
48,439,113809,950,2305,5705,5535,2900,13830,5440,9395,9300
48,439,113810,1555,1845,4815,7735,4630,7410,6920,9515,9745
48,439,113811,580,1875,4320,5700,3260,8760,8865,6615,7625
48,439,113812,925,2560,3150,6000,2250,18420,11805,17935,12810
48,439,113813,1395,840,2580,8220,4800,12960,17580,15635,10240
48,439,113814,440,1230,4005,6370,5600,9450,18140,7735,15620
48,439,113815,280,2295,2595,5790,3100,13530,14205,13860,25140
48,439,113816,880,1570,3675,4460,5675,13050,14430,12295,15905
48,439,113906,1145,3235,3780,6510,6000,11340,10360,12300,9685
48,439,113907,1060,3610,7035,9750,4940,9480,15155,13840,10550
48,439,113908,1115,1820,1635,3820,5415,10440,9450,14950,16610
48,439,113909,2005,1410,4415,5710,3900,13650,8000,11735,14980
48,439,113910,1050,3550,7000,5180,7545,16745,18695,25940,22040
48,439,113911,1250,3280,6915,5735,4100,21510,10775,22155,17225
48,439,113912,915,1275,4725,7760,3350,11670,14950,22425,20125
48,439,113916,375,1925,5805,7100,7075,9360,8075,6305,8360
48,439,113917,1365,2470,7735,8720,13350,16470,7045,17325,15840
48,439,113918,1090,2230,5320,10040,3525,14430,7745,11480,18820
48,439,113919,1255,4445,6180,7340,6175,24000,12930,16545,26680
48,439,113920,985,2930,4465,8220,2545,11850,11470,16665,24330
48,439,113921,3410,9400,18360,25360,22700,57120,53445,78675,63605
48,439,113922,3685,7430,14475,22920,9905,59340,33130,58940,72795
48,439,113923,1160,2820,1200,5520,825,12180,6690,12315,10570
48,439,113924,355,3710,3660,6830,2650,15990,11495,17825,17190
48,439,113925,475,1870,5445,3580,2900,11730,6285,9780,21000
48,439,113926,1320,10015,13710,16840,12305,39900,27000,49515,32500
48,439,113927,4040,4790,7630,31825,5925,18300,11260,49385,56770
48,439,113928,2150,5045,6790,10380,7770,15300,12450,24730,49535
48,439,113929,1440,3430,4785,12560,8885,29150,18825,21360,31910
48,439,114003,1215,3765,6280,12720,5900,19620,8630,16520,24080
48,439,114005,1970,5665,7515,12125,13700,22515,11460,10215,16135
48,439,114006,1975,6415,6525,6820,11350,9960,4985,16425,27875
48,439,114007,2180,7590,7680,30425,16075,42330,25500,32080,39825
48,439,114008,1960,4160,10530,18985,10600,30710,31375,37900,31760
48,439,114102,700,3260,6650,14085,10925,17130,13585,27840,23570
48,439,114103,2455,2725,12015,25720,15550,62265,30370,120270,118280
48,439,114104,1030,1330,4500,6460,4275,24060,13325,23860,25240
48,439,114203,,,,,,,,,
48,439,114204,1030,1940,2580,4080,2775,22470,11830,22385,44315
48,439,114205,,,,,,,,,
48,439,114206,170,935,4900,7500,5575,15270,8375,7380,6720
48,439,114207,225,2605,8770,14700,7450,21690,5920,7695,12980
48,439,121601,1890,5730,3780,11220,6600,19620,9980,11575,3960
48,439,121604,1045,4160,6965,7580,5375,14460,7750,12375,4715
48,439,121605,,,,,,,,,
48,439,121606,525,2660,3565,7820,2995,5970,4060,6835,7485
48,439,121608,1320,2740,6050,9900,7105,11070,6775,8445,8320
48,439,121609,440,2920,4470,13870,9980,13980,5425,12675,13800
48,439,121610,320,660,3555,5100,2225,3780,2445,4800,10400
48,439,121611,815,1535,4280,11760,3425,6000,5220,8085,14310
48,439,121702,675,1265,2055,3100,1500,6000,2335,2825,5310
48,439,121703,1095,3385,3775,7260,4175,12540,8725,5290,4485
48,439,121704,730,985,2860,6700,1125,13650,4180,4725,6745
48,439,121903,1405,5530,5935,6715,1700,11790,7320,9675,13515
48,439,121904,1675,4030,2775,3600,3000,7140,1275,9470,10650
48,439,121905,1515,2890,8895,7520,4435,12990,10155,4370,4320
48,439,121906,,,,,,,,,
48,439,122001,,,,,,,,,
48,439,122002,,,,,,,,,
48,439,122100,,,,,,,,,
48,439,122200,740,950,2115,2995,1275,1650,1375,2160,
48,439,122300,3145,4480,2730,1200,2175,6150,5540,2610,1140
48,439,122400,1355,4050,8640,4860,2975,13080,5540,6635,14160
48,439,122500,1805,3035,3660,5940,7175,10985,3580,3215,7350
48,439,122600,1410,1135,2680,7300,2625,8430,4705,4070,3740
48,439,122700,,,,,,,,,
48,439,122801,,,,,,,,,
48,439,122802,1025,2970,3960,3000,1700,13650,6240,9920,10220
48,439,122900,625,4560,10065,5360,5325,9510,9460,12735,15960
48,439,123000,1545,5460,9505,9100,1100,5970,4590,3200,2725
48,439,123100,,,,,,,,,
48,439,123200,1240,1590,2710,4220,2800,4290,3060,3450,4710
48,439,123300,,,,,,,,,
48,439,123400,,,,,,,,,
48,439,123500,,,,,,,,,
48,439,123600,580,1410,3330,3360,1000,1320,2215,565,1770
48,439,980000,,,,,,,,,
48,441,010100,,,,,,,,,
48,441,010200,,,,,,,,,
48,441,010300,,,,,,,,,
48,441,010400,,,,,,,,,
48,441,010500,,,,,,,,,
48,441,010600,,,,,,,,,
48,441,010700,,,,,,,,,
48,441,010800,,,,,,,,,
48,441,010900,,,,,,,,,
48,441,011000,,,,,,,,,
48,441,011200,1365,2825,6695,2380,,1560,1090,,2110
48,441,011300,,,,,,,,,
48,441,011400,,,,,,,,,
48,441,011500,,,,,,,,,
48,441,011600,,,,,,,,,
48,441,011700,,,,,,,,,
48,441,011900,,,,,,,,,
48,441,012000,,,,,,,,,
48,441,012100,,,,,,,,,
48,441,012200,,,,,,,,,
48,441,012300,,,,,,,,,
48,441,012400,,,,,,,,,
48,441,012500,,,,,,,,,
48,441,012600,,,,,,,,,
48,441,012700,,,,,,,,,
48,441,012801,,,,,,,,,
48,441,012802,,,,,,,,,
48,441,012900,,,,,,,,,
48,441,013000,,,,,,,,,
48,441,013100,,,,,,,,,
48,441,013200,320,1340,2925,3180,975,2850,,790,2140
48,441,013300,,,,,,,,,
48,441,013401,,,,,,,,,
48,441,013402,,,,,,,,,
48,441,013404,,,,,,,,,
48,441,013500,1315,3800,8690,19145,8255,18395,2515,4640,13615
48,441,013600,2835,2710,2990,11235,7715,11220,1235,1945,8590
48,441,980000,,,,,,,,,
48,443,950100,,,,,,,,,
48,445,950100,625,1895,4600,1240,580,1950,2070,2260,12315
48,445,950300,,,,,,,,,
48,445,950400,,,,,,,,,
48,447,950300,1140,280,690,960,275,2065,2100,1165,6860
48,449,950100,,,,,,,,,
48,449,950200,460,2575,3310,5030,1340,2670,1840,2270,2805
48,449,950300,3320,8805,11630,10995,2900,11520,855,3795,16945
48,449,950400,1670,3135,7945,6770,4325,10140,2805,2430,18055
48,449,950500,,,,,,,,,
48,449,950600,2890,3180,3580,2940,1250,2430,,2385,3200
48,449,950700,,,,,,,,,
48,449,950800,4345,3220,4380,2640,5300,2430,2805,3305,2925
